AK,Voting Rights Report Card:,Alaska,7,2
Access,Good VBM List Tracks Address Changes & Deaths:,Yes,28,13
Access,VBM Review: Rejection Rate: 2018:,1.1%,28,14
Checking,Do Votes Have a Paper Trail? 2022:,hmpb+bmd4access,28,15
Checking,Hand Tally Audits to Check Computer Tallies?,No audit,28,16
Checking,Good Audit Sample to Check Computer Tallies?,0%,28,17
Checking,Audit All Contests? Number of Contests Checked:,,28,18
Checking,Can Public Recount with Copies of Ballots?,No ballots or images,28,19
Checking,Total Score:,35.0,28,20
MI,Voting Rights Report Card:,Michigan,29,2
Grade,Grade for Selected Aspects Below:,A,29,3
Campaigns,Nonpartisan or Bipartisan Redistricting to Avoid Gerrymanders:,Yes,29,4
Campaigns,Contrbution Limit per Candidate per 4 Years:,$2100,29,5
Campaigns,Public Campaign $ for Gov+Legislature:,Gov,29,6
Turnout,Turnout: % of Voting-age Citizens: 2020:,74%,29,7
Turnout,Ratio of 18-24 Turnout to 25+ Turnout: 2018:,54%,29,8
Turnout,Ratio of Minority to White Non-Hispanic Turnout: 2018:,87%,29,9
Access,Weekend Early Voting: State Minimum:,1Sat+/orSun: 8hrs in last weekend,29,10
Access,Access to Vote by Mail (VBM):,Broad VBM: Applic.sent to all,29,11
Access,Number of Days when Voters Can Cure Signature Problems after Election Day:,0,29,12
Access,Good VBM List Tracks Address Changes & Deaths:,Yes,29,13
Access,VBM Review: Rejection Rate: 2018:,0.6%,29,14
Checking,Do Votes Have a Paper Trail? 2022:,hmpb+bmd4access,29,15
Checking,Hand Tally Audits to Check Computer Tallies?,Hand count,29,16
Checking,Good Audit Sample to Check Computer Tallies?,5%. After results are final,29,17
Checking,Audit All Contests? Number of Contests Checked:,1,29,18
Checking,Can Public Recount with Copies of Ballots?,Yes ballots; most don't keep images,29,19
Checking,Total Score:,52.9,29,20
MN,Voting Rights Report Card:,Minnesota,30,2
Grade,Grade for Selected Aspects Below:,B,30,3
Campaigns,Nonpartisan or Bipartisan Redistricting to Avoid Gerrymanders:,No,30,4
Campaigns,Contrbution Limit per Candidate per 4 Years:,$2000,30,5
Campaigns,Public Campaign $ for Gov+Legislature:,Both,30,6
Turnout,Turnout: % of Voting-age Citizens: 2020:,80%,30,7
Turnout,Ratio of 18-24 Turnout to 25+ Turnout: 2018:,65%,30,8
Turnout,Ratio of Minority to White Non-Hispanic Turnout: 2018:,79%,30,9
Access,Weekend Early Voting: State Minimum:,1Sat 10-3: last Sat,30,10
Access,Access to Vote by Mail (VBM):,Broad VBM: if Voter asks,30,11
Access,Number of Days when Voters Can Cure Signature Problems after Election Day:,0,30,12
Access,Good VBM List Tracks Address Changes & Deaths:,Yes,30,13
Access,VBM Review: Rejection Rate: 2018:,No signature checks,30,14
Checking,Do Votes Have a Paper Trail? 2022:,hmpb+bmd4access,30,15
Checking,Hand Tally Audits to Check Computer Tallies?,Hand count. Exclude primaries,30,16
Checking,Good Audit Sample to Check Computer Tallies?,3%,30,17
Checking,Audit All Contests? Number of Contests Checked:,3,30,18
Checking,Can Public Recount with Copies of Ballots?,No ballots. Availability of images unknown,30,19
Checking,Total Score:,39.9,30,20
MO,Voting Rights Report Card:,Missouri,31,2
Grade,Grade for Selected Aspects Below:,B,31,3
Campaigns,Nonpartisan or Bipartisan Redistricting to Avoid Gerrymanders:,Staff goals: competitive + fair,31,4
Campaigns,Contrbution Limit per Candidate per 4 Years:,$6500,31,5
Campaigns,Public Campaign $ for Gov+Legislature:,No,31,6
Turnout,Turnout: % of Voting-age Citizens: 2020:,66%,31,7
Turnout,Ratio of 18-24 Turnout to 25+ Turnout: 2018:,73%,31,8
Turnout,Ratio of Minority to White Non-Hispanic Turnout: 2018:,81%,31,9
Access,Weekend Early Voting: State Minimum:,No law,31,10
Access,Access to Vote by Mail (VBM):,Broad VBM: if Voter asks,31,11
Access,Number of Days when Voters Can Cure Signature Problems after Election Day:,No cure,31,12
Access,Good VBM List Tracks Address Changes & Deaths:,Yes,31,13
Access,VBM Review: Rejection Rate: 2018:,No signature checks,31,14
Checking,Do Votes Have a Paper Trail? 2022:,hmpb+bmd4access,31,15
Checking,Hand Tally Audits to Check Computer Tallies?,Hand count,31,16
Checking,Good Audit Sample to Check Computer Tallies?,5%,31,17
Checking,Audit All Contests? Number of Contests Checked:,5,31,18
Checking,Can Public Recount with Copies of Ballots?,Unknown release policy,31,19
Checking,Total Score:,39.2,31,20
MS,Voting Rights Report Card:,Mississippi,32,2
Grade,Grade for Selected Aspects Below:,C,32,3
Campaigns,Nonpartisan or Bipartisan Redistricting to Avoid Gerrymanders:,No,32,4
Campaigns,Contrbution Limit per Candidate per 4 Years:,no limit,32,5
Campaigns,Public Campaign $ for Gov+Legislature:,No,32,6
Turnout,Turnout: % of Voting-age Citizens: 2020:,60%,32,7
Turnout,Ratio of 18-24 Turnout to 25+ Turnout: 2018:,46%,32,8
Turnout,Ratio of Minority to White Non-Hispanic Turnout: 2018:,112%,32,9
Access,Weekend Early Voting: State Minimum:,No law,32,10
Access,Access to Vote by Mail (VBM):,Broad VBM: if Voter asks,32,11
Access,Number of Days when Voters Can Cure Signature Problems after Election Day:,No cure,32,12
Access,Good VBM List Tracks Address Changes & Deaths:,No,32,13
Access,VBM Review: Rejection Rate: 2018:,0.8%,32,14
Checking,Do Votes Have a Paper Trail? 2022:,dre57% hmpb43%,32,15
Checking,Hand Tally Audits to Check Computer Tallies?,No audit,32,16
Checking,Good Audit Sample to Check Computer Tallies?,0%,32,17
Checking,Audit All Contests? Number of Contests Checked:,,32,18
Checking,Can Public Recount with Copies of Ballots?,Yes after canvass; but 57% DRE,32,19
Checking,Total Score:,20.5,32,20
MT,Voting Rights Report Card:,Montana,33,2
Grade,Grade for Selected Aspects Below:,A,33,3
Campaigns,Nonpartisan or Bipartisan Redistricting to Avoid Gerrymanders:,Yes: 1 CD,33,4
Campaigns,Contrbution Limit per Candidate per 4 Years:,$540,33,5
Campaigns,Public Campaign $ for Gov+Legislature:,No,33,6
Turnout,Turnout: % of Voting-age Citizens: 2020:,73%,33,7
Turnout,Ratio of 18-24 Turnout to 25+ Turnout: 2018:,58%,33,8
Turnout,Ratio of Minority to White Non-Hispanic Turnout: 2018:,74%,33,9
Access,Weekend Early Voting: State Minimum:,No rule,33,10
Access,Access to Vote by Mail (VBM):,Broad VBM: County option to send ballot,33,11
Access,Number of Days when Voters Can Cure Signature Problems after Election Day:,0,33,12
Access,Good VBM List Tracks Address Changes & Deaths:,Yes,33,13
Access,VBM Review: Rejection Rate: 2018:,0.4%,33,14
Checking,Do Votes Have a Paper Trail? 2022:,hmpb+bmd4access,33,15
Checking,Hand Tally Audits to Check Computer Tallies?,Hand count,33,16
Checking,Good Audit Sample to Check Computer Tallies?,5%,33,17
Checking,Audit All Contests? Number of Contests Checked:,4 random,33,18
Checking,Can Public Recount with Copies of Ballots?,Yes. Unknown if images kept,33,19
Checking,Total Score:,49.7,33,20
NC,Voting Rights Report Card:,North Carolina,34,2
Grade,Grade for Selected Aspects Below:,C,34,3
Campaigns,Nonpartisan or Bipartisan Redistricting to Avoid Gerrymanders:,No,34,4
Campaigns,Contrbution Limit per Candidate per 4 Years:,$16200,34,5
Campaigns,Public Campaign $ for Gov+Legislature:,No,34,6
Turnout,Turnout: % of Voting-age Citizens: 2020:,71%,34,7
Turnout,Ratio of 18-24 Turnout to 25+ Turnout: 2018:,57%,34,8
Turnout,Ratio of Minority to White Non-Hispanic Turnout: 2018:,88%,34,9
Access,Weekend Early Voting: State Minimum:,No rule,34,10
Access,Access to Vote by Mail (VBM):,Broad VBM: if Voter asks,34,11
Access,Number of Days when Voters Can Cure Signature Problems after Election Day:,8,34,12
Access,Good VBM List Tracks Address Changes & Deaths:,No,34,13
Access,VBM Review: Rejection Rate: 2018:,No signature checks,34,14
Checking,Do Votes Have a Paper Trail? 2022:,bmd14% hmpb86%,34,15
Checking,Hand Tally Audits to Check Computer Tallies?,Hand count,34,16
Checking,Good Audit Sample to Check Computer Tallies?,Statistical,34,17
Checking,Audit All Contests? Number of Contests Checked:,1,34,18
Checking,Can Public Recount with Copies of Ballots?,No ballots or images,34,19
Checking,Total Score:,31.1,34,20
ND,Voting Rights Report Card:,North Dakota,35,2
Grade,Grade for Selected Aspects Below:,C,35,3
Campaigns,Nonpartisan or Bipartisan Redistricting to Avoid Gerrymanders:,No: 1CD,35,4
Campaigns,Contrbution Limit per Candidate per 4 Years:,no limit,35,5
Campaigns,Public Campaign $ for Gov+Legislature:,No,35,6
Turnout,Turnout: % of Voting-age Citizens: 2020:,64%,35,7
Turnout,Ratio of 18-24 Turnout to 25+ Turnout: 2018:,55%,35,8
Turnout,Ratio of Minority to White Non-Hispanic Turnout: 2018:,65%,35,9
Access,Weekend Early Voting: State Minimum:,No rule,35,10
Access,Access to Vote by Mail (VBM):,Broad VBM: if Voter asks,35,11
Access,Number of Days when Voters Can Cure Signature Problems after Election Day:,No cure,35,12
Access,Good VBM List Tracks Address Changes & Deaths:,No,35,13
Access,VBM Review: Rejection Rate: 2018:,0.6%,35,14
Checking,Do Votes Have a Paper Trail? 2022:,hmpb+bmd4access,35,15
Checking,Hand Tally Audits to Check Computer Tallies?,No audit,35,16
Checking,Good Audit Sample to Check Computer Tallies?,0%,35,17
Checking,Audit All Contests? Number of Contests Checked:,,35,18
Checking,Can Public Recount with Copies of Ballots?,No ballots. Availability of images unknown,35,19
Checking,Total Score:,19.6,35,20
NE,Voting Rights Report Card:,Nebraska,36,2
Grade,Grade for Selected Aspects Below:,C,36,3
Campaigns,Nonpartisan or Bipartisan Redistricting to Avoid Gerrymanders:,No,36,4
Campaigns,Contrbution Limit per Candidate per 4 Years:,no limit,36,5
Campaigns,Public Campaign $ for Gov+Legislature:,No,36,6
Turnout,Turnout: % of Voting-age Citizens: 2020:,70%,36,7
Turnout,Ratio of 18-24 Turnout to 25+ Turnout: 2018:,60%,36,8
Turnout,Ratio of Minority to White Non-Hispanic Turnout: 2018:,58%,36,9
Access,Weekend Early Voting: State Minimum:,No rule,36,10
Access,Access to Vote by Mail (VBM):,Broad VBM: Applic.sent to all,36,11
Access,Number of Days when Voters Can Cure Signature Problems after Election Day:,No cure,36,12
Access,Good VBM List Tracks Address Changes & Deaths:,No,36,13
Access,VBM Review: Rejection Rate: 2018:,0.9%,36,14
Checking,Do Votes Have a Paper Trail? 2022:,hmpb+bmd4access,36,15
Checking,Hand Tally Audits to Check Computer Tallies?,Not required,36,16
Checking,Good Audit Sample to Check Computer Tallies?,0%,36,17
Checking,Audit All Contests? Number of Contests Checked:,,36,18
Checking,Can Public Recount with Copies of Ballots?,No ballots. Availability of images unknown,36,19
Checking,Total Score:,22.5,36,20
NH,Voting Rights Report Card:,New Hampshire,37,2
Grade,Grade for Selected Aspects Below:,C,37,3
Campaigns,Nonpartisan or Bipartisan Redistricting to Avoid Gerrymanders:,No,37,4
Campaigns,Contrbution Limit per Candidate per 4 Years:,$15000,37,5
Campaigns,Public Campaign $ for Gov+Legislature:,No,37,6
Turnout,Turnout: % of Voting-age Citizens: 2020:,75%,37,7
Turnout,Ratio of 18-24 Turnout to 25+ Turnout: 2018:,63%,37,8
Turnout,Ratio of Minority to White Non-Hispanic Turnout: 2018:,79%,37,9
Access,Weekend Early Voting: State Minimum:,No law,37,10
Access,Access to Vote by Mail (VBM):,Broad VBM: if Voter asks,37,11
Access,Number of Days when Voters Can Cure Signature Problems after Election Day:,No cure,37,12
Access,Good VBM List Tracks Address Changes & Deaths:,No,37,13
Access,VBM Review: Rejection Rate: 2018:,No signature checks,37,14
Checking,Do Votes Have a Paper Trail? 2022:,hmpb+bmd4access,37,15
Checking,Hand Tally Audits to Check Computer Tallies?,No audit,37,16
Checking,Good Audit Sample to Check Computer Tallies?,0%,37,17
Checking,Audit All Contests? Number of Contests Checked:,,37,18
Checking,Can Public Recount with Copies of Ballots?,No ballots or images,37,19
Checking,Total Score:,18.0,37,20
NJ,Voting Rights Report Card:,New Jersey,38,2
Grade,Grade for Selected Aspects Below:,B,38,3
Campaigns,Nonpartisan or Bipartisan Redistricting to Avoid Gerrymanders:,Yes,38,4
Campaigns,Contrbution Limit per Candidate per 4 Years:,$7800,38,5
Campaigns,Public Campaign $ for Gov+Legislature:,Gov,38,6
Turnout,Turnout: % of Voting-age Citizens: 2020:,75%,38,7
Turnout,Ratio of 18-24 Turnout to 25+ Turnout: 2018:,56%,38,8
Turnout,Ratio of Minority to White Non-Hispanic Turnout: 2018:,82%,38,9
Access,Weekend Early Voting: State Minimum:,No rule,38,10
Access,Access to Vote by Mail (VBM):,Broad VBM: Ballot sent to all,38,11
Access,Number of Days when Voters Can Cure Signature Problems after Election Day:,15,38,12
Access,Good VBM List Tracks Address Changes & Deaths:,Yes,38,13
Access,VBM Review: Rejection Rate: 2018:,2.9%,38,14
Checking,Do Votes Have a Paper Trail? 2022:,dre72% bmd16%,38,15
Checking,Hand Tally Audits to Check Computer Tallies?,No audit of dre,38,16
Checking,Good Audit Sample to Check Computer Tallies?,0%,38,17
Checking,Audit All Contests? Number of Contests Checked:,,38,18
Checking,Can Public Recount with Copies of Ballots?,Unknown release policy,38,19
Checking,Total Score:,41.4,38,20
NM,Voting Rights Report Card:,New Mexico,39,2
Grade,Grade for Selected Aspects Below:,B,39,3
Campaigns,Nonpartisan or Bipartisan Redistricting to Avoid Gerrymanders:,No,39,4
Campaigns,Contrbution Limit per Candidate per 4 Years:,$15000,39,5
Campaigns,Public Campaign $ for Gov+Legislature:,Justices,39,6
Turnout,Turnout: % of Voting-age Citizens: 2020:,61%,39,7
Turnout,Ratio of 18-24 Turnout to 25+ Turnout: 2018:,55%,39,8
Turnout,Ratio of Minority to White Non-Hispanic Turnout: 2018:,62%,39,9
Access,Weekend Early Voting: State Minimum:,"2Sat: 8hrs each, last 2 Sat",39,10
Access,Access to Vote by Mail (VBM):,Broad VBM: County option to send applic.,39,11
Access,Number of Days when Voters Can Cure Signature Problems after Election Day:,No cure,39,12
Access,Good VBM List Tracks Address Changes & Deaths:,Yes,39,13
Access,VBM Review: Rejection Rate: 2018:,No signature checks,39,14
Checking,Do Votes Have a Paper Trail? 2022:,hmpb+bmd4access,39,15
Checking,Hand Tally Audits to Check Computer Tallies?,Hand count,39,16
Checking,Good Audit Sample to Check Computer Tallies?,Statistical,39,17
Checking,Audit All Contests? Number of Contests Checked:,4,39,18
Checking,Can Public Recount with Copies of Ballots?,No ballots. Availability of images unknown,39,19
Checking,Total Score:,34.6,39,20
NV,Voting Rights Report Card:,Nevada,40,2
Grade,Grade for Selected Aspects Below:,A,40,3
Campaigns,Nonpartisan or Bipartisan Redistricting to Avoid Gerrymanders:,No,40,4
Campaigns,Contrbution Limit per Candidate per 4 Years:,$15000,40,5
Campaigns,Public Campaign $ for Gov+Legislature:,No,40,6
Turnout,Turnout: % of Voting-age Citizens: 2020:,65%,40,7
Turnout,Ratio of 18-24 Turnout to 25+ Turnout: 2018:,64%,40,8
Turnout,Ratio of Minority to White Non-Hispanic Turnout: 2018:,65%,40,9
Access,Weekend Early Voting: State Minimum:,3Sat: 4+hours each last 3 Sat,40,10
Access,Access to Vote by Mail (VBM):,Broad VBM: Ballot sent to all,40,11
Access,Number of Days when Voters Can Cure Signature Problems after Election Day:,7,40,12
Access,Good VBM List Tracks Address Changes & Deaths:,Yes,40,13
Access,VBM Review: Rejection Rate: 2018:,2.1%,40,14
Checking,Do Votes Have a Paper Trail? 2022:,vvpat on dre,40,15
Checking,Hand Tally Audits to Check Computer Tallies?,Machines or by hand ,40,16
Checking,Good Audit Sample to Check Computer Tallies?,2%,40,17
Checking,Audit All Contests? Number of Contests Checked:,All,40,18
Checking,Can Public Recount with Copies of Ballots?,No ballots. Availability of images unknown,40,19
Checking,Total Score:,44.2,40,20
NY,Voting Rights Report Card:,New York,41,2
Grade,Grade for Selected Aspects Below:,B,41,3
Campaigns,Nonpartisan or Bipartisan Redistricting to Avoid Gerrymanders:,No,41,4
Campaigns,Contrbution Limit per Candidate per 4 Years:,$19050,41,5
Campaigns,Public Campaign $ for Gov+Legislature:,No,41,6
Turnout,Turnout: % of Voting-age Citizens: 2020:,63%,41,7
Turnout,Ratio of 18-24 Turnout to 25+ Turnout: 2018:,65%,41,8
Turnout,Ratio of Minority to White Non-Hispanic Turnout: 2018:,82%,41,9
Access,Weekend Early Voting: State Minimum:,4Sat+Sun 5+hrs both weekends,41,10
Access,Access to Vote by Mail (VBM):,Broad VBM: if Voter asks,41,11
Access,Number of Days when Voters Can Cure Signature Problems after Election Day:,No cure,41,12
Access,Good VBM List Tracks Address Changes & Deaths:,No,41,13
Access,VBM Review: Rejection Rate: 2018:,13.7%,41,14
Checking,Do Votes Have a Paper Trail? 2022:,hmpb+bmd4access,41,15
Checking,Hand Tally Audits to Check Computer Tallies?,Hand count,41,16
Checking,Good Audit Sample to Check Computer Tallies?,3%,41,17
Checking,Audit All Contests? Number of Contests Checked:,All,41,18
Checking,Can Public Recount with Copies of Ballots?,No ballots or images,41,19
Checking,Total Score:,40.1,41,20
OH,Voting Rights Report Card:,Ohio,42,2
Grade,Grade for Selected Aspects Below:,A,42,3
Campaigns,Nonpartisan or Bipartisan Redistricting to Avoid Gerrymanders:,Partisan officials,42,4
Campaigns,Contrbution Limit per Candidate per 4 Years:,$39886.05,42,5
Campaigns,Public Campaign $ for Gov+Legislature:,No,42,6
Turnout,Turnout: % of Voting-age Citizens: 2020:,67%,42,7
Turnout,Ratio of 18-24 Turnout to 25+ Turnout: 2018:,40%,42,8
Turnout,Ratio of Minority to White Non-Hispanic Turnout: 2018:,85%,42,9
Access,Weekend Early Voting: State Minimum:,5Sat: 8-4 last 4 Sat 8-4. last Sun 1-5,42,10
Access,Access to Vote by Mail (VBM):,Broad VBM: Applic.sent to all,42,11
Access,Number of Days when Voters Can Cure Signature Problems after Election Day:,7,42,12
Access,Good VBM List Tracks Address Changes & Deaths:,Yes,42,13
Access,VBM Review: Rejection Rate: 2018:,1.2%,42,14
Checking,Do Votes Have a Paper Trail? 2022:,bmd34% hmpb49%,42,15
Checking,Hand Tally Audits to Check Computer Tallies?,Hand count,42,16
Checking,Good Audit Sample to Check Computer Tallies?,5%,42,17
Checking,Audit All Contests? Number of Contests Checked:,3 random,42,18
Checking,Can Public Recount with Copies of Ballots?,Keep images in many counties. Release images & ballots after recount,42,19
Checking,Total Score:,51.6,42,20
OK,Voting Rights Report Card:,Oklahoma,43,2
Grade,Grade for Selected Aspects Below:,C,43,3
Campaigns,Nonpartisan or Bipartisan Redistricting to Avoid Gerrymanders:,No,43,4
Campaigns,Contrbution Limit per Candidate per 4 Years:,$2700,43,5
Campaigns,Public Campaign $ for Gov+Legislature:,No,43,6
Turnout,Turnout: % of Voting-age Citizens: 2020:,55%,43,7
Turnout,Ratio of 18-24 Turnout to 25+ Turnout: 2018:,43%,43,8
Turnout,Ratio of Minority to White Non-Hispanic Turnout: 2018:,76%,43,9
Access,Weekend Early Voting: State Minimum:,1Sat 9-2,43,10
Access,Access to Vote by Mail (VBM):,Broad VBM: if Voter asks,43,11
Access,Number of Days when Voters Can Cure Signature Problems after Election Day:,No cure,43,12
Access,Good VBM List Tracks Address Changes & Deaths:,No,43,13
Access,VBM Review: Rejection Rate: 2018:,No signature checks,43,14
Checking,Do Votes Have a Paper Trail? 2022:,hmpb. Accessibility by dre without vvpat,43,15
Checking,Hand Tally Audits to Check Computer Tallies?,Not required,43,16
Checking,Good Audit Sample to Check Computer Tallies?,0%,43,17
Checking,Audit All Contests? Number of Contests Checked:,,43,18
Checking,Can Public Recount with Copies of Ballots?,No ballots. Availability of images unknown,43,19
Checking,Total Score:,17.1,43,20
OR,Voting Rights Report Card:,Oregon,44,2
Grade,Grade for Selected Aspects Below:,B,44,3
Campaigns,Nonpartisan or Bipartisan Redistricting to Avoid Gerrymanders:,No,44,4
Campaigns,Contrbution Limit per Candidate per 4 Years:,no limit,44,5
Campaigns,Public Campaign $ for Gov+Legislature:,No,44,6
Turnout,Turnout: % of Voting-age Citizens: 2020:,76%,44,7
Turnout,Ratio of 18-24 Turnout to 25+ Turnout: 2018:,61%,44,8
Turnout,Ratio of Minority to White Non-Hispanic Turnout: 2018:,60%,44,9
Access,Weekend Early Voting: State Minimum:,No rule,44,10
Access,Access to Vote by Mail (VBM):,Broad VBM: Ballot sent to all,44,11
Access,Number of Days when Voters Can Cure Signature Problems after Election Day:,14,44,12
Access,Good VBM List Tracks Address Changes & Deaths:,Yes,44,13
Access,VBM Review: Rejection Rate: 2018:,0.0%,44,14
Checking,Do Votes Have a Paper Trail? 2022:,hmpb+bmd4access,44,15
Checking,Hand Tally Audits to Check Computer Tallies?,Hand count,44,16
Checking,Good Audit Sample to Check Computer Tallies?,3-10%,44,17
Checking,Audit All Contests? Number of Contests Checked:,3,44,18
Checking,Can Public Recount with Copies of Ballots?,Unknown release policy,44,19
Checking,Total Score:,42.3,44,20
PA,Voting Rights Report Card:,Pennsylvania,45,2
Grade,Grade for Selected Aspects Below:,C,45,3
Campaigns,Nonpartisan or Bipartisan Redistricting to Avoid Gerrymanders:,Local races only,45,4
Campaigns,Contrbution Limit per Candidate per 4 Years:,no limit,45,5
Campaigns,Public Campaign $ for Gov+Legislature:,No,45,6
Turnout,Turnout: % of Voting-age Citizens: 2020:,71%,45,7
Turnout,Ratio of 18-24 Turnout to 25+ Turnout: 2018:,57%,45,8
Turnout,Ratio of Minority to White Non-Hispanic Turnout: 2018:,82%,45,9
Access,Weekend Early Voting: State Minimum:,No rule,45,10
Access,Access to Vote by Mail (VBM):,Broad VBM: if Voter asks,45,11
Access,Number of Days when Voters Can Cure Signature Problems after Election Day:,No cure,45,12
Access,Good VBM List Tracks Address Changes & Deaths:,Yes,45,13
Access,VBM Review: Rejection Rate: 2018:,No signature checks,45,14
Checking,Do Votes Have a Paper Trail? 2022:,bmd31% hmpb69%,45,15
Checking,Hand Tally Audits to Check Computer Tallies?,Machines or by hand ,45,16
Checking,Good Audit Sample to Check Computer Tallies?,2%,45,17
Checking,Audit All Contests? Number of Contests Checked:,All,45,18
Checking,Can Public Recount with Copies of Ballots?,No ballots or images,45,19
Checking,Total Score:,31.0,45,20
RI,Voting Rights Report Card:,Rhode Island,46,2
Grade,Grade for Selected Aspects Below:,A,46,3
Campaigns,Nonpartisan or Bipartisan Redistricting to Avoid Gerrymanders:,No,46,4
Campaigns,Contrbution Limit per Candidate per 4 Years:,$4000,46,5
Campaigns,Public Campaign $ for Gov+Legislature:,Statewide,46,6
Turnout,Turnout: % of Voting-age Citizens: 2020:,66%,46,7
Turnout,Ratio of 18-24 Turnout to 25+ Turnout: 2018:,79%,46,8
Turnout,Ratio of Minority to White Non-Hispanic Turnout: 2018:,72%,46,9
Access,Weekend Early Voting: State Minimum:,No rule,46,10
Access,Access to Vote by Mail (VBM):,Broad VBM: Applic.sent to all,46,11
Access,Number of Days when Voters Can Cure Signature Problems after Election Day:,7,46,12
Access,Good VBM List Tracks Address Changes & Deaths:,Yes,46,13
Access,VBM Review: Rejection Rate: 2018:,2.9%,46,14
Checking,Do Votes Have a Paper Trail? 2022:,hmpb+bmd4access,46,15
Checking,Hand Tally Audits to Check Computer Tallies?,Hand count,46,16
Checking,Good Audit Sample to Check Computer Tallies?,Statistical,46,17
Checking,Audit All Contests? Number of Contests Checked:,1,46,18
Checking,Can Public Recount with Copies of Ballots?,Yes. Unknown if images kept,46,19
Checking,Total Score:,53.9,46,20
SC,Voting Rights Report Card:,South Carolina,47,2
Grade,Grade for Selected Aspects Below:,C,47,3
Campaigns,Nonpartisan or Bipartisan Redistricting to Avoid Gerrymanders:,No,47,4
Campaigns,Contrbution Limit per Candidate per 4 Years:,$3000,47,5
Campaigns,Public Campaign $ for Gov+Legislature:,No,47,6
Turnout,Turnout: % of Voting-age Citizens: 2020:,65%,47,7
Turnout,Ratio of 18-24 Turnout to 25+ Turnout: 2018:,47%,47,8
Turnout,Ratio of Minority to White Non-Hispanic Turnout: 2018:,101%,47,9
Access,Weekend Early Voting: State Minimum:,No law,47,10
Access,Access to Vote by Mail (VBM):,Broad VBM: if Voter asks,47,11
Access,Number of Days when Voters Can Cure Signature Problems after Election Day:,No cure,47,12
Access,Good VBM List Tracks Address Changes & Deaths:,Yes,47,13
Access,VBM Review: Rejection Rate: 2018:,No signature checks,47,14
Checking,Do Votes Have a Paper Trail? 2022:,bmd,47,15
Checking,Hand Tally Audits to Check Computer Tallies?,No audit,47,16
Checking,Good Audit Sample to Check Computer Tallies?,0%,47,17
Checking,Audit All Contests? Number of Contests Checked:,,47,18
Checking,Can Public Recount with Copies of Ballots?,Yes. Unknown if images kept,47,19
Checking,Total Score:,26.3,47,20
SD,Voting Rights Report Card:,South Dakota,48,2
Grade,Grade for Selected Aspects Below:,C,48,3
Campaigns,Nonpartisan or Bipartisan Redistricting to Avoid Gerrymanders:,No: 1CD,48,4
Campaigns,Contrbution Limit per Candidate per 4 Years:,$4000,48,5
Campaigns,Public Campaign $ for Gov+Legislature:,No,48,6
Turnout,Turnout: % of Voting-age Citizens: 2020:,66%,48,7
Turnout,Ratio of 18-24 Turnout to 25+ Turnout: 2018:,47%,48,8
Turnout,Ratio of Minority to White Non-Hispanic Turnout: 2018:,64%,48,9
Access,Weekend Early Voting: State Minimum:,No rule,48,10
Access,Access to Vote by Mail (VBM):,Broad VBM: if Voter asks,48,11
Access,Number of Days when Voters Can Cure Signature Problems after Election Day:,No cure,48,12
Access,Good VBM List Tracks Address Changes & Deaths:,No,48,13
Access,VBM Review: Rejection Rate: 2018:,0.3%,48,14
Checking,Do Votes Have a Paper Trail? 2022:,hmpb+bmd4access,48,15
Checking,Hand Tally Audits to Check Computer Tallies?,No audit,48,16
Checking,Good Audit Sample to Check Computer Tallies?,0%,48,17
Checking,Audit All Contests? Number of Contests Checked:,,48,18
Checking,Can Public Recount with Copies of Ballots?,Yes. Unknown if images kept,48,19
Checking,Total Score:,23.8,48,20
TN,Voting Rights Report Card:,Tennessee,49,2
Grade,Grade for Selected Aspects Below:,C,49,3
Campaigns,Nonpartisan or Bipartisan Redistricting to Avoid Gerrymanders:,No,49,4
Campaigns,Contrbution Limit per Candidate per 4 Years:,$4800,49,5
Campaigns,Public Campaign $ for Gov+Legislature:,No,49,6
Turnout,Turnout: % of Voting-age Citizens: 2020:,60%,49,7
Turnout,Ratio of 18-24 Turnout to 25+ Turnout: 2018:,60%,49,8
Turnout,Ratio of Minority to White Non-Hispanic Turnout: 2018:,82%,49,9
Access,Weekend Early Voting: State Minimum:,3Sat 3 hours each: last 3 Sat,49,10
Access,Access to Vote by Mail (VBM):,VBM for limited reasons,49,11
Access,Number of Days when Voters Can Cure Signature Problems after Election Day:,No cure,49,12
Access,Good VBM List Tracks Address Changes & Deaths:,No,49,13
Access,VBM Review: Rejection Rate: 2018:,2.2%,49,14
Checking,Do Votes Have a Paper Trail? 2022:,dre59% bmd27%,49,15
Checking,Hand Tally Audits to Check Computer Tallies?,No audit of dre,49,16
Checking,Good Audit Sample to Check Computer Tallies?,0%,49,17
Checking,Audit All Contests? Number of Contests Checked:,,49,18
Checking,Can Public Recount with Copies of Ballots?,Unknown release policy,49,19
Checking,Total Score:,22.5,49,20
TX,Voting Rights Report Card:,Texas,50,2
Grade,Grade for Selected Aspects Below:,B,50,3
Campaigns,Nonpartisan or Bipartisan Redistricting to Avoid Gerrymanders:,No,50,4
Campaigns,Contrbution Limit per Candidate per 4 Years:,no limit,50,5
Campaigns,Public Campaign $ for Gov+Legislature:,No,50,6
Turnout,Turnout: % of Voting-age Citizens: 2020:,60%,50,7
Turnout,Ratio of 18-24 Turnout to 25+ Turnout: 2018:,52%,50,8
Turnout,Ratio of Minority to White Non-Hispanic Turnout: 2018:,67%,50,9
